"Register Number",Date,Time,Location,"Vehicle Direction",Make,Colour,Photo,Violation,City,"Lane Name","Camera ID"
KL01CK9160,2023-01-23,06:46:11,KADAMPATTUKONAM,,Nissan,Black,http://117.216.46.219/getFile/P05C111-2023012305276.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL76C7741,2023-01-23,06:46:11,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C191-2023012300352.jpg,,KOZHIKODE,"PADANILAM TO WAYANAD LANE1",C19
TN75AD2252,2023-01-23,06:46:14,OORAMBU,,,Black,http://117.216.46.219/getFile/P03C050-2023012300650.jpg,,TRIVENDRAM,"Oorambu To Karakonam",C05
KL13K5414,2023-01-23,06:47:40,BODIMETTU,,Ford,Black,http://59.94.179.116/getFile/P03C082-2023012300324.jpg,,IDUKKI,"Bodimettu To Tamil Nadu_Lane2",C08
KL38H7623,2023-01-23,06:46:13,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012301224.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL02S7976,2023-01-23,06:46:14,CUMBUMMETTU,,,NA,http://59.94.179.116/getFile/P02C040-2023012300338.jpg,,IDUKKI,"Cumbummettu To Kumily",C04
KL01AW1777,2023-01-23,06:46:12,KADAMPATTUKONAM,,Hyundai,NA,http://117.216.46.219/getFile/P05C111-2023012305274.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL56200,2023-01-23,06:46:08,ELATHUR_JN,,,Grey,http://117.247.180.163/getFile/P08C180-2023012300436.jpg,,KOZHIKODE,"ELATHUR TO KKD",C18
KL07BU3970,2023-01-23,06:46:13,PADANILAM_JN,,,White,http://117.247.180.163/getFile/P09C204-2023012300806.jpg,,KOZHIKODE,"PADANILAM TO WAYANAD LANE2",C20
KL5C636,2023-01-23,06:46:15,CHANGARAMKULAM_JN,,,Black,http://117.221.64.243/getFile/P01C042-2023012300430.jpg,,MALAPPURAM,"CHANGARAMKULAM TO TSR 2",C04
KL52Q4051,2023-01-23,06:46:15,UCHARAKKADAVU_JN,,Honda,NA,http://117.221.64.243/getFile/P06C131-2023012301048.jpg,,MALAPPURAM,"UCHARAKKADAV TO PALAKKAD",C13
KL09AN4279,2023-01-23,06:46:16,PULAMANTHOLE_JN,,,Black,http://117.221.64.243/getFile/P04C090-2023012302028.jpg,,MALAPPURAM,"PULAMANTHOLE TO PALAKKAD",C09
KL37A5807,2023-01-23,06:46:15,KUMILY,,,NA,http://59.94.179.116/getFile/P01C011-2023012300480.jpg,,IDUKKI,"Kumily To Tamil Nadu",C01
KL10BE4156,2023-01-23,06:46:15,PADANILAM_JN,,Jeep,Grey,http://117.247.180.163/getFile/P09C224-2023012301702.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE2",C22
KL56U2050,2023-01-23,06:46:15,PALORAMALA_JN,,BMW,Black,http://117.247.180.163/getFile/P01C011-2023012301408.jpg,,KOZHIKODE,"PALORAMALA TO VEGALAM LANE1",C01
KL38J9785,2023-01-23,06:43:22,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012301192.jpg,helmet_violation,IDUKKI,"Vengallur to Muvattupuzha",C16
KL5JN1101,2023-01-23,06:29:19,KODUMUDI_JN,,,NA,http://117.221.64.243/getFile/P05C121-2023012301078.jpg,,MALAPPURAM,"KODUMUDI TO VALANCHERI",C12
KL56LJ20,2023-01-23,06:46:15,PALORAMALA_JN,,,Black,http://117.247.180.163/getFile/P01C011-2023012301428.jpg,,KOZHIKODE,"PALORAMALA TO VEGALAM LANE1",C01
KLSE9,2023-01-23,06:46:17,IRITTY,,,NA,http://59.96.61.71/getFile/P01C020-2023012300430.jpg,,KANNUR_RURAL,"Keezhur To Mattanur Lane2",C02
KL10AX5824,2023-01-23,06:46:18,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C251-2023012304536.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
KL57A738,2023-01-23,06:46:14,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C211-2023012302296.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL57K2764,2023-01-23,06:46:18,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C191-2023012300354.jpg,,KOZHIKODE,"PADANILAM TO WAYANAD LANE1",C19
KL10AL2599,2023-01-23,06:46:19,VAIDHYARANGADI_JN,,Suzuki,Black,http://117.247.180.163/getFile/P10C241-2023012303000.jpg,,KOZHIKODE,"VAIDHYARANGADI TO MALAPPURAM LANE2",C24
KL28A3170,2023-01-23,06:41:24,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C180-2023012300910.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
TN41AJ6036,2023-01-23,06:46:18,GOPALAPURAM_JN,,,Black,http://117.251.18.178/getFile/P01C013-2023012300638.jpg,,PALAKKAD,"GOPALAPURAM TO PALAKAD",C01
KLJ806,2023-01-23,06:46:13,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012301226.jpg,helmet_violation,IDUKKI,"Vengallur to Muvattupuzha",C16
KL5RS7,2023-01-23,06:46:20,KOTTAKADAVU_JN,,Suzuki,Grey,http://117.247.180.163/getFile/P07C163-2023012300412.jpg,,KOZHIKODE,"KOTTAKADAVU TO KKD",C16
KL49B982,2023-01-23,06:46:17,KANNIMARI_JN,,,Grey,http://117.251.18.178/getFile/P03C050-2023012300284.jpg,,PALAKKAD,"KANNIMARI TO PALAKAD",C05
KL13K5414,2023-01-23,06:47:44,BODIMETTU,,,NA,http://59.94.179.116/getFile/P03C101-2023012300278.jpg,,IDUKKI,"Bodimettu To Pooppara_Lane2",C10
KL08BE8504,2023-01-23,06:46:20,PULAMANTHOLE_JN,,Toyota,NA,http://117.221.64.243/getFile/P04C101-2023012301472.jpg,,MALAPPURAM,"PALAKKAD TO PULAMANTHOLE JN",C10
KL11BM7111,2023-01-23,06:46:16,PADANILAM_JN,,Suzuki,Black,http://117.247.180.163/getFile/P09C224-2023012301704.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE2",C22
KL4B588,2023-01-23,06:46:19,WALAYAR_JN,,,NA,http://117.251.18.178/getFile/P05C124-2023012300486.jpg,,PALAKKAD,"WALAYAR TO COVAI LANE_2",C12
KL1AP6227,2023-01-23,06:46:21,PULAMANTHOLE_JN,,,Black,http://117.221.64.243/getFile/P04C090-2023012302030.jpg,,MALAPPURAM,"PULAMANTHOLE TO PALAKKAD",C09
KL10AX5824,2023-01-23,06:46:18,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C251-2023012304536.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
KL05N9808,2023-01-23,06:47:44,BODIMETTU,,Audi,Black,http://59.94.179.116/getFile/P03C082-2023012300326.jpg,,IDUKKI,"Bodimettu To Tamil Nadu_Lane2",C08
KL13K5414,2023-01-23,06:47:44,BODIMETTU,,,NA,http://59.94.179.116/getFile/P03C101-2023012300278.jpg,,IDUKKI,"Bodimettu To Pooppara_Lane2",C10
KL18162,2023-01-23,06:46:20,PADANILAM_JN,,,Grey,http://117.247.180.163/getFile/P09C204-2023012300810.jpg,,KOZHIKODE,"PADANILAM TO WAYANAD LANE2",C20
TN75AP2597,2023-01-23,06:46:20,NETTA,,,Black,http://117.216.46.219/getFile/P04C070-2023012300022.jpg,,TRIVENDRAM,Netta_To_Trivandrum,C07
KL8E9165,2023-01-23,06:46:19,IRITTY,,,NA,http://59.96.61.71/getFile/P01C040-2023012300964.jpg,,KANNUR_RURAL,"Keezhur To Iritty Junction Lane2",C04
KL11B7111,2023-01-23,06:46:19,PADANILAM_JN,,Suzuki,Grey,http://117.247.180.163/getFile/P09C204-2023012300808.jpg,,KOZHIKODE,"PADANILAM TO WAYANAD LANE2",C20
KL07D6479,2023-01-23,06:46:14,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012301206.jpg,helmet_violation,IDUKKI,"Vengallur to Muvattupuzha",C16
KL53H5C8,2023-01-23,06:46:22,UCHARAKKADAVU_JN,,,NA,http://117.221.64.243/getFile/P06C131-2023012301050.jpg,,MALAPPURAM,"UCHARAKKADAV TO PALAKKAD",C13
KL09A5910,2023-01-23,06:46:20,WALAYAR_JN,,,Black,http://117.251.18.178/getFile/P05C124-2023012300488.jpg,,PALAKKAD,"WALAYAR TO COVAI LANE_2",C12
KL38G6681,2023-01-23,06:46:17,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012301228.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL6S2069,2023-01-23,06:46:21,KARINKALATHANI_JN,,Chevrolet,Black,http://117.221.64.243/getFile/P02C052-2023012301474.jpg,,MALAPPURAM,"KARINKALATHANI TO PALAKKAD",C05
KL38H6667,2023-01-23,06:46:18,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C150-2023012301270.jpg,,IDUKKI,"Vengallur to Thodupuzha",C15
KL23D3252,2023-01-23,06:46:21,KADAMPATTUKONAM,,Honda,NA,http://117.216.46.219/getFile/P05C091-2023012304534.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL57W9830,2023-01-23,06:46:22,VAIDHYARANGADI_JN,,Suzuki,Black,http://117.247.180.163/getFile/P10C251-2023012304538.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
KL50H9312,2023-01-23,06:46:23,PULAMANTHOLE_JN,,Suzuki,NA,http://117.221.64.243/getFile/P04C090-2023012302032.jpg,,MALAPPURAM,"PULAMANTHOLE TO PALAKKAD",C09
TN43D2433,2023-01-23,06:46:22,WALAYAR_JN,,,Grey,http://117.251.18.178/getFile/P05C124-2023012300490.jpg,,PALAKKAD,"WALAYAR TO COVAI LANE_2",C12
KL05N9808,2023-01-23,06:47:48,BODIMETTU,,Nissan,NA,http://59.94.179.116/getFile/P03C101-2023012300280.jpg,,IDUKKI,"Bodimettu To Pooppara_Lane2",C10
KL3F0,2023-01-23,06:46:23,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C150-2023012301272.jpg,,IDUKKI,"Vengallur to Thodupuzha",C15
KL44C5985,2023-01-23,06:46:23,CHANGARAMKULAM_JN,,,Grey,http://117.221.64.243/getFile/P01C042-2023012300432.jpg,,MALAPPURAM,"CHANGARAMKULAM TO TSR 2",C04
KL08AZ824,2023-01-23,06:46:24,CHANGARAMKULAM_JN,,,Grey,http://117.221.64.243/getFile/P01C012-2023012300182.jpg,,MALAPPURAM,"CHANGARAMKULAM TO KKD 1",C01
TN60AX1962,2023-01-23,06:46:23,CUMBUMMETTU,,,NA,http://59.94.179.116/getFile/P02C040-2023012300342.jpg,,IDUKKI,"Cumbummettu To Kumily",C04
KL69A8534,2023-01-23,06:46:23,CUMBUMMETTU,,,NA,http://59.94.179.116/getFile/P02C040-2023012300340.jpg,,IDUKKI,"Cumbummettu To Kumily",C04
KL57T132,2023-01-23,06:46:24,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C211-2023012302298.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL11BX2804,2023-01-23,06:46:24,PALORAMALA_JN,,,Black,http://117.247.180.163/getFile/P01C011-2023012301430.jpg,,KOZHIKODE,"PALORAMALA TO VEGALAM LANE1",C01
KL38K1013,2023-01-23,06:40:28,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012301130.jpg,helmet_violation,IDUKKI,"Vengallur to Muvattupuzha",C16
KL05AX9856,2023-01-23,06:46:22,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C180-2023012300940.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
KL105866,2023-01-23,06:46:26,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C251-2023012304540.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
KL69A8534,2023-01-23,06:46:23,CUMBUMMETTU,,,NA,http://59.94.179.116/getFile/P02C040-2023012300340.jpg,,IDUKKI,"Cumbummettu To Kumily",C04
KL10H992,2023-01-23,06:28:45,KODUMUDI_JN,,,Black,http://117.221.64.243/getFile/P05C121-2023012301076.jpg,,MALAPPURAM,"KODUMUDI TO VALANCHERI",C12
KL37B4592,2023-01-23,06:46:25,KUMILY,,,NA,http://59.94.179.116/getFile/P01C021-2023012300590.jpg,,IDUKKI,"Kumily To Kottayam",C02
KL05Y3219,2023-01-23,06:46:27,THAVALAKUZHI,,Toyota,NA,http://59.94.178.105/getFile/P02C062-2023012301776.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL57V7299,2023-01-23,06:46:27,KALANTHODU_JN,,,Brown,http://117.247.180.163/getFile/P04C090-2023012300842.jpg,,KOZHIKODE,"KALANTHODE TO MUKKAM",C09
KL13X39,2023-01-23,06:46:06,PALORAMALA_JN,,,NA,http://117.247.180.163/getFile/P01C011-2023012301426.jpg,,KOZHIKODE,"PALORAMALA TO VEGALAM LANE1",C01
KL289,2023-01-23,06:46:26,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C041-2023012301448.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 2",C04
KL12LB4258,2023-01-23,06:46:24,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C041-2023012301446.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 2",C04
KL01BL6913,2023-01-23,06:41:13,"35th MILE",,Nissan,NA,http://59.94.179.116/getFile/P07C180-2023012300908.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
KL08BP1196,2023-01-23,06:46:28,CHANGARAMKULAM_JN,,,Grey,http://117.221.64.243/getFile/P01C042-2023012300434.jpg,,MALAPPURAM,"CHANGARAMKULAM TO TSR 2",C04
KL35B6694,2023-01-23,06:46:26,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C180-2023012300942.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
KL05AS8404,2023-01-23,06:45:59,THAVALAKUZHI,,Tata,Black,http://59.94.178.105/getFile/P02C062-2023012301760.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL57Q3571,2023-01-23,06:46:27,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C191-2023012300356.jpg,,KOZHIKODE,"PADANILAM TO WAYANAD LANE1",C19
KL289,2023-01-23,06:46:26,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C041-2023012301448.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 2",C04
KL14J7031,2023-01-23,06:46:28,GOPALAPURAM_JN,,Toyota,Black,http://117.251.18.178/getFile/P01C013-2023012300640.jpg,,PALAKKAD,"GOPALAPURAM TO PALAKAD",C01
KL857566,2023-01-23,06:46:29,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C241-2023012303002.jpg,,KOZHIKODE,"VAIDHYARANGADI TO MALAPPURAM LANE2",C24
KL57M4616,2023-01-23,06:46:23,KAKKODI_MUKKU_JN,,,White,http://117.247.180.163/getFile/P03C080-2023012300334.jpg,,KOZHIKODE,"KAKKODI TO KKD",C08
KL857566,2023-01-23,06:46:29,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C241-2023012303002.jpg,,KOZHIKODE,"VAIDHYARANGADI TO MALAPPURAM LANE2",C24
KL10AU1614,2023-01-23,06:46:30,WALAYAR_JN,,Toyota,Grey,http://117.251.18.178/getFile/P05C124-2023012300492.jpg,,PALAKKAD,"WALAYAR TO COVAI LANE_2",C12
KL379082,2023-01-23,06:46:30,MUTTOM,,,NA,http://59.94.179.116/getFile/P05C130-2023012300570.jpg,,IDUKKI,"Muttom to Thodupuzha",C13
KL52N2864,2023-01-23,06:28:27,KODUMUDI_JN,,,NA,http://117.221.64.243/getFile/P05C121-2023012301068.jpg,,MALAPPURAM,"KODUMUDI TO VALANCHERI",C12
KL55K7827,2023-01-23,06:46:30,PULAMANTHOLE_JN,,,Black,http://117.221.64.243/getFile/P04C090-2023012302034.jpg,,MALAPPURAM,"PULAMANTHOLE TO PALAKKAD",C09
KL38D6565,2023-01-23,06:46:27,VENGALLUR,,Suzuki,NA,http://59.94.179.116/getFile/P06C160-2023012301232.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL33E9920,2023-01-23,06:46:28,LAIKKADU,,Hyundai,Black,http://59.94.178.105/getFile/P01C021-2023012302494.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL63C7,2023-01-23,06:46:30,THAVALAKUZHI,,,Grey,http://59.94.178.105/getFile/P02C052-2023012302458.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL33E9920,2023-01-23,06:46:28,LAIKKADU,,Tata,Black,http://59.94.178.105/getFile/P01C011-2023012302394.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL17B9919,2023-01-23,06:46:00,LAIKKADU,,Suzuki,NA,http://59.94.178.105/getFile/P01C021-2023012302486.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL63ZE50,2023-01-23,06:46:30,THAVALAKUZHI,,,Grey,http://59.94.178.105/getFile/P02C052-2023012302448.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL03D3978,2023-01-23,06:46:29,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C180-2023012300944.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
KL17B9919,2023-01-23,06:46:00,LAIKKADU,,Suzuki,Black,http://59.94.178.105/getFile/P01C011-2023012302384.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL57J2912,2023-01-23,06:46:30,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C224-2023012301706.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE2",C22
KL57J2912,2023-01-23,06:46:29,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C211-2023012302300.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL19H2616,2023-01-23,06:46:31,INCHIVILA,,,Brown,http://117.216.46.219/getFile/P01C012-2023012301510.jpg,,TRIVENDRAM,"Inchivila To Trivandrum",C01
KL02F2773,2023-01-23,06:46:01,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C021-2023012302488.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL02F2773,2023-01-23,06:46:01,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C011-2023012302386.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL26H8863,2023-01-23,06:46:30,LAIKKADU,,Suzuki,Grey,http://59.94.178.105/getFile/P01C041-2023012301450.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 2",C04
CH00LB08,2023-01-23,06:46:31,INCHIVILA,,,Grey,http://117.216.46.219/getFile/P01C012-2023012301518.jpg,,TRIVENDRAM,"Inchivila To Trivandrum",C01
CH11TG1098,2023-01-23,06:46:31,INCHIVILA,,,Grey,http://117.216.46.219/getFile/P01C012-2023012301364.jpg,,TRIVENDRAM,"Inchivila To Trivandrum",C01
KL13Y1690,2023-01-23,06:46:32,PALORAMALA_JN,,Hyundai,Black,http://117.247.180.163/getFile/P01C033-2023012300162.jpg,,KOZHIKODE,"PALORAMALA TO KKD LANE1",C03
KL62F1448,2023-01-23,06:41:13,"35th MILE",,Mercedes,NA,http://59.94.179.116/getFile/P07C180-2023012300906.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
KL22B2020,2023-01-23,06:46:33,KADAMPATTUKONAM,,Suzuki,Black,http://117.216.46.219/getFile/P05C091-2023012304536.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL11BV9345,2023-01-23,06:46:31,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C224-2023012301708.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE2",C22
KL29T9287,2023-01-23,06:46:30,LAIKKADU,,,Grey,http://59.94.178.105/getFile/P01C031-2023012301130.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 1",C03
KL17W5896,2023-01-23,06:39:47,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012301154.jpg,helmet_violation,IDUKKI,"Vengallur to Muvattupuzha",C16
KL11BV9345,2023-01-23,06:46:31,PADANILAM_JN,,,Grey,http://117.247.180.163/getFile/P09C211-2023012302302.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL55AA8521,2023-01-23,06:28:25,KODUMUDI_JN,,,NA,http://117.221.64.243/getFile/P05C121-2023012301066.jpg,,MALAPPURAM,"KODUMUDI TO VALANCHERI",C12
KL22Q5508,2023-01-23,06:46:31,KADAMPATTUKONAM,,Hyundai,NA,http://117.216.46.219/getFile/P05C091-2023012304530.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL46M8583,2023-01-23,06:46:35,THAVALAKUZHI,,Mitsubishi,NA,http://59.94.178.105/getFile/P02C052-2023012302460.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL31R8383,2023-01-23,06:46:05,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C031-2023012301120.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 1",C03
KL26A7457,2023-01-23,06:46:05,THAVALAKUZHI,,Suzuki,NA,http://59.94.178.105/getFile/P02C062-2023012301762.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL13A,2023-01-23,06:46:03,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C011-2023012302388.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL19D8242,2023-01-23,06:46:36,INCHIVILA,,,Grey,http://117.216.46.219/getFile/P01C012-2023012301520.jpg,,TRIVENDRAM,"Inchivila To Trivandrum",C01
KL10AY2837,2023-01-23,06:46:34,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C241-2023012303004.jpg,,KOZHIKODE,"VAIDHYARANGADI TO MALAPPURAM LANE2",C24
KL22B2020,2023-01-23,06:46:33,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C101-2023012302524.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane2",C10
KL0SA4915,2023-01-23,06:46:34,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C011-2023012302396.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
TN41AR2023,2023-01-23,06:46:36,GOPALAPURAM_JN,,Chevrolet,Black,http://117.251.18.178/getFile/P01C013-2023012300642.jpg,,PALAKKAD,"GOPALAPURAM TO PALAKAD",C01
KA41D5568,2023-01-23,06:46:36,WALAYAR_JN,,,NA,http://117.251.18.178/getFile/P05C114-2023012300388.jpg,,PALAKKAD,"WALAYAR TO COVAI LANE_1",C11
KL07AV1716,2023-01-23,06:46:05,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C021-2023012302490.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL43U0,2023-01-23,06:46:35,NEDUMPARA_JN,,,Brown,http://117.251.18.178/getFile/P02C041-2023012300046.jpg,,PALAKKAD,"NEDUMPARA TO POLLACHI",C04
KL19D9222,2023-01-23,06:46:37,INCHIVILA,,,Grey,http://117.216.46.219/getFile/P01C020-2023012301708.jpg,,TRIVENDRAM,"Inchivila To KanyaKumari",C02
TN59CK6023,2023-01-23,06:46:36,PULAMANTHOLE_JN,,Hyundai,NA,http://117.221.64.243/getFile/P04C090-2023012302036.jpg,,MALAPPURAM,"PULAMANTHOLE TO PALAKKAD",C09
KA19AD4079,2023-01-23,06:46:34,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C111-2023012305288.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL44E109,2023-01-23,06:46:36,VENGALLUR,,Audi,NA,http://59.94.179.116/getFile/P06C150-2023012301274.jpg,,IDUKKI,"Vengallur to Thodupuzha",C15
KL15A1536,2023-01-23,06:46:36,THAVALAKUZHI,,,Black,http://59.94.178.105/getFile/P02C062-2023012301778.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL07AV1716,2023-01-23,06:46:06,LAIKKADU,,Suzuki,NA,http://59.94.178.105/getFile/P01C011-2023012302390.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL05771,2023-01-23,06:46:36,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C011-2023012302382.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL05AP1881,2023-01-23,06:46:06,THAVALAKUZHI,,,Black,http://59.94.178.105/getFile/P02C062-2023012301764.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL49E,2023-01-23,06:46:38,VELANTHAVALAM_JN,,,Black,http://117.251.18.178/getFile/P06C132-2023012300318.jpg,,PALAKKAD,"VELANTHAVALAM TO PALAKAD",C13
KL05AW4915,2023-01-23,06:46:36,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C021-2023012302496.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL01CN00,2023-01-23,06:46:38,PULAMANTHOLE_JN,,,NA,http://117.221.64.243/getFile/P04C090-2023012302038.jpg,,MALAPPURAM,"PULAMANTHOLE TO PALAKKAD",C09
KL05771,2023-01-23,06:46:36,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C021-2023012302498.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL7082,2023-01-23,06:46:08,THAVALAKUZHI,,,Grey,http://59.94.178.105/getFile/P02C062-2023012301766.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL35E937,2023-01-23,06:46:07,THAVALAKUZHI,,Suzuki,Black,http://59.94.178.105/getFile/P02C052-2023012302452.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL25C8631,2023-01-23,06:46:39,INCHIVILA,,,Black,http://117.216.46.219/getFile/P01C012-2023012301526.jpg,,TRIVENDRAM,"Inchivila To Trivandrum",C01
KA19AD4079,2023-01-23,06:46:37,KADAMPATTUKONAM,,,Black,http://117.216.46.219/getFile/P05C091-2023012304540.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL07CH8493,2023-01-23,06:46:39,THAVALAKUZHI,,Suzuki,Grey,http://59.94.178.105/getFile/P02C062-2023012301780.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL67C7339,2023-01-23,06:46:38,THAVALAKUZHI,,,NA,http://59.94.178.105/getFile/P02C052-2023012302464.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL33L7212,2023-01-23,06:46:40,LAIKKADU,,,Black,http://59.94.178.105/getFile/P01C041-2023012301452.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 2",C04
KL27H4149,2023-01-23,06:46:10,LAIKKADU,,Suzuki,NA,http://59.94.178.105/getFile/P01C021-2023012302492.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL23S4167,2023-01-23,06:40:51,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C180-2023012300904.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
KL27H4149,2023-01-23,06:46:10,LAIKKADU,,Hyundai,NA,http://59.94.178.105/getFile/P01C011-2023012302392.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL16Z9346,2023-01-23,06:46:39,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C091-2023012304542.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
